date,value,trend,seasonal,cyclical,noise
2020-01-31,101.04431797502377,100.0,1.0,1.0,1.0104431797502378
2020-02-29,106.71305635951603,105.71428571428571,1.1,1.017364817766693,0.9020164938060112
2020-03-31,126.22122558289463,111.42857142857143,1.1732050807568877,1.034202014332567,0.9335906975550785
2020-04-30,149.05283592071413,117.14285714285714,1.2,1.05,1.0098430617934562
2020-05-31,159.065643640811,122.85714285714286,1.1732050807568877,1.064278760968654,1.0369233289997706
2020-06-30,153.56727779990973,128.57142857142858,1.1,1.0766044443118978,1.0085684140594986
2020-07-31,145.07145617662349,134.28571428571428,1.0,1.0866025403784438,0.994217585880588
2020-08-31,135.76491843956285,140.0,0.9,1.0939692620785908,0.9849448152205356
2020-09-30,122.55697591743017,145.71428571428572,0.8267949192431123,1.098480775301221,0.9260739004816286
2020-10-31,128.46092373149585,151.42857142857144,0.8,1.1,0.9640077895802646
2020-11-30,139.4329035441477,157.14285714285714,0.8267949192431123,1.098480775301221,0.9769680614520106
2020-12-31,168.81983156686857,162.85714285714286,0.8999999999999999,1.0939692620785908,1.0528561113109458
2021-01-31,186.31717307459041,168.57142857142856,1.0,1.0866025403784438,1.017180914478423
2021-02-28,188.20583778667316,174.28571428571428,1.1,1.0766044443118978,0.9118479922318633
2021-03-31,228.3930164586803,180.0,1.1732050807568877,1.064278760968654,1.0162041984697399
2021-04-30,229.4945373191291,185.71428571428572,1.2,1.05,0.9807458859791842
2021-05-31,224.40492496742195,191.42857142857144,1.173205080756888,1.034202014332567,0.966153899984702
2021-06-30,227.37031524600218,197.14285714285714,1.0999999999999999,1.017364817766693,1.0305838144420434
2021-07-31,213.3144237281732,202.85714285714286,1.0,1.0,1.0515499761247975
2021-08-31,193.04360930036086,208.57142857142856,0.9000000000000001,0.982635182233307,1.04656400595581
2021-09-30,163.93080003698424,214.28571428571428,0.8267949192431122,0.9657979856674331,0.958039123838868
2021-10-31,164.61498453788383,220.0,0.8,0.95,0.9845393812074392
2021-11-30,177.5160825258575,225.71428571428572,0.8267949192431121,0.9357212390313461,1.0165631715701782
2021-12-31,201.71143761815839,231.42857142857144,0.8999999999999997,0.9233955556881022,1.048777256356118
2022-01-31,211.41609012171034,237.14285714285714,0.9999999999999999,0.9133974596215562,0.9760412881077355
2022-02-28,239.7927983939679,242.85714285714286,1.1,0.9060307379214092,0.9907170511668092
2022-03-31,248.36268792400904,248.57142857142858,1.1732050807568877,0.9015192246987792,0.9446832512996985
2022-04-30,258.202945613338,254.28571428571428,1.2,0.9,0.9401896687959664
2022-05-31,286.16536510072405,260.0,1.173205080756888,0.9015192246987792,1.04062629111971
2022-06-30,282.7778048613708,265.7142857142857,1.1,0.9060307379214092,1.067812001428541
2022-07-31,247.02952233995688,271.42857142857144,1.0000000000000004,0.913397459621556,0.9963994939209833
2022-08-31,241.87798110487466,277.1428571428571,0.9000000000000002,0.9233955556881022,1.0501766448946013
2022-09-30,222.78918814729215,282.8571428571429,0.8267949192431124,0.9357212390313461,1.0180818012523818
2022-10-31,212.24008680521584,288.57142857142856,0.8,0.9500000000000001,0.9677440122697438
2022-11-30,239.23836247583694,294.2857142857143,0.8267949192431123,0.9657979856674331,1.0180697802754206
2022-12-31,285.71443856689837,300.0,0.8999999999999999,0.9826351822333069,1.0769018283232985
