date,value,trend,seasonal,cyclical,noise
2020-01-31,104.96714153011233,100.0,0.0,0.0,4.967141530112327
2020-02-29,119.65065108186354,103.42857142857143,14.999999999999998,2.6047226650039548,-1.3826430117118464
2020-03-31,144.44509250156798,106.85714285714286,25.980762113533157,5.130302149885031,6.476885381006925
2020-04-30,163.01601284979452,110.28571428571428,30.0,7.499999999999999,15.230298564080254
2020-05-31,146.9953282258836,113.71428571428571,25.98076211353316,9.641814145298088,-2.3415337472333597
2020-06-30,141.29215422015,117.14285714285714,14.999999999999998,11.49066664678467,-2.3413695694918055
2020-07-31,149.35393778326906,120.57142857142857,3.67394039744206e-15,12.990381056766578,15.792128155073915
2020-08-31,130.7697366033177,124.0,-14.999999999999991,14.095389311788624,7.674347291529088
2020-09-30,111.5251817508719,127.42857142857143,-25.980762113533153,14.772116295183121,-4.694743859349521
2020-10-31,121.28274329300251,130.85714285714286,-30.0,15.0,5.425600435859646
2020-11-30,118.44289153923962,134.28571428571428,-25.980762113533157,14.772116295183121,-4.634176928124623
2020-12-31,132.15237749037175,137.71428571428572,-15.000000000000014,14.095389311788626,-4.657297535702568
2021-01-31,156.55286091528407,141.14285714285714,-7.34788079488412e-15,12.99038105676658,2.419622715660341
2021-02-28,151.92929277163523,144.57142857142856,15.0,11.49066664678467,-19.13280244657798
2021-03-31,166.37339793370094,148.0,25.980762113533153,9.641814145298092,-17.249178325130327
2021-04-30,183.30569613616169,151.42857142857142,30.0,7.500000000000005,-5.622875292409727
2021-05-31,175.83989591721686,154.85714285714286,25.980762113533174,5.130302149885033,-10.128311203344238
2021-06-30,179.03291027667098,158.28571428571428,14.999999999999993,2.6047226650039543,3.142473325952739
2021-07-31,152.6340449590736,161.71428571428572,1.1021821192326178e-14,1.83697019872103e-15,-9.08024075521211
2021-08-31,133.4150974645003,165.14285714285714,-14.999999999999975,-2.6047226650039503,-14.123037013352915
2021-09-30,152.1168519972259,168.57142857142856,-25.98076211353316,-5.13030214988503,14.65648768921554
2021-10-31,132.24223699513465,172.0,-30.0,-7.500000000000002,-2.2577630048653567
2021-11-30,140.48127721661945,175.42857142857144,-25.980762113533174,-9.641814145298083,0.6752820468792384
2021-12-31,138.11899434822354,178.85714285714283,-15.000000000000043,-11.490666646784668,-14.247481862134567
2022-01-31,163.85150598369583,182.28571428571428,-1.469576158976824e-14,-12.990381056766577,-5.443827245251827
2022-02-28,187.72812229959578,185.71428571428572,15.000000000000016,-14.095389311788626,1.1092258970986608
2022-03-31,188.84156718698415,189.14285714285714,25.98076211353316,-14.772116295183121,-11.509935774223027
2022-04-30,211.3284087548853,192.57142857142856,30.0,-15.0,3.7569801834567196
2022-05-31,201.20225891916203,196.0,25.980762113533178,-14.772116295183121,-6.006386899188049
2022-06-30,197.41624461885002,199.42857142857142,15.0,-14.095389311788624,-2.916937497932768
2022-07-31,183.84969567808236,202.85714285714283,7.166040716921781e-14,-12.990381056766585,-6.017066122293969
2022-08-31,198.31782948401903,206.28571428571428,-14.999999999999968,-11.490666646784671,18.522781845089376
2022-09-30,173.95673720807514,209.71428571428572,-25.98076211353313,-9.641814145298094,-0.13497224737933922
2022-10-31,165.06574785329815,213.14285714285714,-30.0,-7.499999999999995,-10.577109289559004
2022-11-30,193.68581342904224,216.57142857142856,-25.980762113533153,-5.130302149885029,8.22544912103189
2022-12-31,190.18684083528584,220.0,-15.000000000000004,-2.6047226650039557,-12.208436499710222
